Altium Designer Pick and Place Locations
C:\Users\julianstj\Desktop\WorkNotes\Projects\PTP\TimeCardNPI\HackDesign\WIP\ECAD\Project Outputs for Timingcard_PROJECT\Pick Place for TimeCard-DC-V9_EXP.csv

========================================================================================================================
File Design Information:

Date:       28/08/23
Time:       18:24
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"R60","10K_1%_0402","BottomLayer","RESC1005X40X25NL10T10","511.811","3.937","0",""
"R59","10K_1%_0402","BottomLayer","RESC1005X40X25NL10T10","700.787","7.874","180",""
"C85","10uF_16V_0603","BottomLayer","FP-0603-L_1_6_0_2-W_0_8_0-MFG","3859.566","-1350.394","180","Multilayer Ceramic Capacitor 10uF 16V X5R 20% SMD 0603 T/R"
"C84","0.1uF_25V_0402","BottomLayer","CAPC1005X56X25NL10T15","1729.392","-1225.441","90",""
"C83","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","3906.538","-1119.899","90","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C82","1uF_16V_0402","TopLayer","FP-0402-L_1_0_0_05-W_0_5-IPC_A","3548.664","-1198.819","180","None"
"C81","2.2uF_16V_0402","TopLayer","FP-C1005-050-0_05-IPC_A","3548.664","-1131.890","180","Multilayer Ceramic Capacitors 2.2µF ±10% 16V X5R SMD 0402"
"C80","10uF_16V_0603","TopLayer","FP-0603-L_1_6_0_2-W_0_8_0-MFG","3832.677","-1118.110","90","Multilayer Ceramic Capacitor 10uF 16V X5R 20% SMD 0603 T/R"
"C79","100uF_16V_2917","TopLayer","FP-T495D107K016ATE125-MFG","3464.173","-1338.583","0","CAP TANT 100UF 10% 16V 2917"
"C78","47uF_16V_1206","TopLayer","FP-C3216-160-0_2-MFG","3688.976","-1118.110","180","Multilayer Ceramic Capacitors 47uF ±20% 16V X5R SMD 1206"
"C77","4.7uF_50V_1206","TopLayer","FP-GRM31C-0_2-e0_3_0_8-IPC_C","4599.379","-1251.968","0","Chip Multilayer Ceramic Capacitors for General Purpose, 1206, 4.7uF, X7R, 15%, 10%, 50V"
"C76","4.7uF_50V_1206","TopLayer","FP-GRM31C-0_2-e0_3_0_8-IPC_C","4433.071","-1173.228","90","Chip Multilayer Ceramic Capacitors for General Purpose, 1206, 4.7uF, X7R, 15%, 10%, 50V"
"C75","100uF_16V_2917","TopLayer","FP-T495D107K016ATE125-MFG","4574.803","-1019.685","270","CAP TANT 100UF 10% 16V 2917"
"C70","0.1uF_25V_0402","BottomLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","3779.528","-2329.724","0","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C69","0.1uF_25V_0402","BottomLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","3255.905","-2397.638","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C68","22pF_50V_0402","TopLayer","CAPC1005X55X25ML05T05","1892.091","-1293.307","90","Chip Capacitor, 22 pF, +/- 5%, 50 V, -55 to 125 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R58","4.7K_0402","BottomLayer","RESC1005X40X25LL05T05","1592.879","-1214.567","180","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R57","4.7K_0402","BottomLayer","RESC1005X40X25LL05T05","1580.084","-1170.276","270","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R56","DNI_4.7K_0402","BottomLayer","RESC1005X40X25LL05T05","1565.320","-1372.047","0","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R55","4.7K_0402","BottomLayer","RESC1005X40X25LL05T05","1592.879","-1250.000","0","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R54","0_1%_0402","BottomLayer","RESC1005X40X25LL05T05","1588.942","-1289.370","180","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R53","4.7K_0402","BottomLayer","RESC1005X40X25LL05T05","1640.123","-1364.173","0","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R52","4.7K_0402","BottomLayer","RESC1005X40X25LL05T05","1640.123","-1297.244","270","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R51","4.7K_0402","BottomLayer","RESC1005X40X25LL05T05","1631.711","-1175.966","180","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R50","4.7K_0402","BottomLayer","RESC1005X40X25LL05T05","1580.084","-1321.851","180","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"C67","0.1uF_25V_0402","BottomLayer","CAPC1005X56X25NL10T15","1684.414","-1170.276","270",""
"C66","0.1uF_25V_0402","BottomLayer","CAPC1005X56X25NL10T15","3862.641","-1413.386","0",""
"C65","1uF_0402","BottomLayer","FP-0402-L_1_0_0_05-W_0_5-IPC_C","1514.139","-1242.126","180","None"
"C64","0.1uF","BottomLayer","CAPC1608X87X45ML20T05","5582.677","-3401.575","0","C0603X104K5RACAUTO"
"C57","0.1uF","BottomLayer","CAPC1608X87X45ML20T05","5661.417","-3192.913","180","C0603X104K5RACAUTO"
"C56","10uF","BottomLayer","FP-MK212BG-MFG","5570.866","-3303.150","180","None"
"C55","10uF","BottomLayer","FP-MK212BG-MFG","5661.417","-3098.425","0","None"
"C54","0.1uF","BottomLayer","CAPC1608X87X45ML20T05","1205.807","-474.013","0","C0603X104K5RACAUTO"
"C43","0.1uF","BottomLayer","CAPC1608X87X45ML20T05","1629.921","-456.693","90","C0603X104K5RACAUTO"
"C42","10uF","BottomLayer","FP-MK212BG-MFG","1254.036","-745.745","0","None"
"C41","10uF","BottomLayer","FP-MK212BG-MFG","1486.321","-457.181","270","None"
"R48","DNI_0_1%_0402","BottomLayer","RESC1005X40X25LL05T05","452.756","-1488.189","0","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"SKT10","0332-0-43-80-18-27-10-0","TopLayer","SolderSocket","1622.205","-3342.520","90","Solder socket for pin headers"
"SKT9","0332-0-43-80-18-27-10-0","TopLayer","SolderSocket","2181.102","-3236.220","90","Solder socket for pin headers"
"SKT8","0332-0-43-80-18-27-10-0","TopLayer","SolderSocket","1742.205","-3342.520","90","Solder socket for pin headers"
"SKT7","0332-0-43-80-18-27-10-0","TopLayer","SolderSocket","2181.102","-1637.795","90","Solder socket for pin headers"
"SKT6","0332-0-43-80-18-27-10-0","TopLayer","SolderSocket","582.677","-2437.008","90","Solder socket for pin headers"
"SKT5","0332-0-43-80-18-27-10-0","TopLayer","SolderSocket","582.677","-3236.220","90","Solder socket for pin headers"
"SKT4","0332-0-43-80-18-27-10-0","TopLayer","SolderSocket","2098.425","-3342.520","90","Solder socket for pin headers"
"SKT3","0332-0-43-80-18-27-10-0","TopLayer","SolderSocket","1980.315","-3342.520","90","Solder socket for pin headers"
"SKT2","0332-0-43-80-18-27-10-0","TopLayer","SolderSocket","582.677","-1637.795","90","Solder socket for pin headers"
"SKT1","0332-0-43-80-18-27-10-0","TopLayer","SolderSocket","1862.205","-3342.520","90","Solder socket for pin headers"
"P1","TSW-105-05-L-S","TopLayer","SMTC-TSW-105-05-X-S","2980.315","-1355.118","90","0.025" SQ Post Header, Through-hole, Vertical, -55 to 125 degC, 2.54 mm Pitch, 5-Pin, Male, RoHS"
"R47","DNI_0_5%_1206","TopLayer","RESC3116X65X50ML20T20","2702.756","-1525.591","0",""
"J38","39-30-0040","TopLayer","FP-39-30-0040-MFG","5779.095","-8.051","90","CONN HEADER R/A 4POS 4.2MM"
"R46","DNI_0_5%_1206","TopLayer","RESC3116X65X50ML20T20","2702.756","-1289.370","0",""
"R45","0_5%_1206","TopLayer","RESC3116X65X50ML20T20","2702.756","-1411.417","0",""
"R44","DNI_0_5%_1206","TopLayer","RESC3116X65X50ML20T20","5992.126","-342.520","270",""
"J37","Single FPGA Conn","TopLayer","SingleFPGAConn","3510.871","-3298.899","90",""
"J36","Single FPGA Conn","TopLayer","SingleFPGAConn","2610.818","-2553.373","0",""
"J35","Single FPGA Conn","TopLayer","SingleFPGAConn","3510.871","-1817.690","270",""
"J34","Single FPGA Conn","TopLayer","SingleFPGAConn","4485.728","-2553.373","180",""
"J31","SA53_Header","TopLayer","SA53_Header","2170.668","-2436.800","180",""
"J13","GNSS Header 16-pin","TopLayer","GNSS_Header_16-pin","5332.189","-3201.673","90",""
"J6","GNSS Header 16-pin","TopLayer","GNSS_Header_16-pin","1382.973","-457.181","0",""
"R43","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","6024.606","-2429.134","0",""
"R42","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","6122.047","-2287.402","180",""
"D10","LTST-C191KGKT","TopLayer","FP-LTST-C191KGKT-MFG","287.402","49.213","0","LED GREEN CLEAR SMD"
"D9","LTST-C191KGKT","TopLayer","FP-LTST-C191KGKT-MFG","287.402","118.110","0","LED GREEN CLEAR SMD"
"D3","LTST-C191KGKT","TopLayer","FP-LTST-C191KGKT-MFG","287.402","187.008","0","LED GREEN CLEAR SMD"
"U16","NC7WV125K8X","TopLayer","SOP50P310X90-8N","157.480","-3417.323","180","Integrated Circuit"
"U12","NC7WV125K8X","TopLayer","SOP50P310X90-8N","208.661","-2318.898","180","Integrated Circuit"
"U11","NC7WV125K8X","TopLayer","SOP50P310X90-8N","208.661","-2889.764","180","Integrated Circuit"
"U8","NC7WV125K8X","TopLayer","SOP50P310X90-8N","208.661","-1842.520","180","Integrated Circuit"
"U6","IS32FL3207","TopLayer","IS32FL3207","849.814","-1238.091","0",""
"R41","4.7K","TopLayer","RESC1608X55X30NL15T15","613.593","-1336.516","0","Precision Thick Film Chip Resistor, 4.7 KOhm, +/- 1%, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel ERJ-3EKF4701V"
"R40","DNI_100k","TopLayer","FP-RC0603-0_55-MFG","615.562","-1080.611","0","RES SMD 100K OHM 1% 1/10W 0603"
"R39","200 OHM","BottomLayer","RESC1608X55X30NL15T15","287.402","-43.307","180","ERJ-3EKF2000V"
"R38","200 OHM","BottomLayer","RESC1608X55X30NL15T15","287.402","25.590","180","ERJ-3EKF2000V"
"R36","200 OHM","BottomLayer","RESC1608X55X30NL15T15","287.402","94.488","180","ERJ-3EKF2000V"
"R35","200 OHM","BottomLayer","RESC1608X55X30NL15T15","287.402","163.386","180","ERJ-3EKF2000V"
"R34","49.9R","TopLayer","RESC1608X55X25NL10T15","11.811","-3381.890","90","General Purpose Chip Resistor, 49.9 Ohm, +/- 1%, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel"
"R33","49.9R","TopLayer","RESC1608X55X25NL10T15","114.173","-2232.284","90","General Purpose Chip Resistor, 49.9 Ohm, +/- 1%, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel"
"R32","4.7K_1%_0402","TopLayer","RESC1005X40X25NL10T10","-11.811","-3476.378","90",""
"R31","4.7K_1%_0402","TopLayer","RESC1005X40X25NL10T10","204.724","-3500.000","0",""
"P3","EXT GPIO","TopLayer","HDR2X6_CEN","6144.488","-1231.890","270","Header, 6-Pin, Dual row"
"J4","1909763-1","TopLayer","TECO-1909763-1_V","169.745","-3169.291","270","Ultra Miniature Coaxial Connector Jack, 60 V, 50 Ohm, -40 to 90 degC, RoHS, Tape and Reel"
"J2","1909763-1","TopLayer","TECO-1909763-1_V","169.745","-2106.299","270","Ultra Miniature Coaxial Connector Jack, 60 V, 50 Ohm, -40 to 90 degC, RoHS, Tape and Reel"
"J3","1909763-1","TopLayer","TECO-1909763-1_V","169.745","-2627.953","270","Ultra Miniature Coaxial Connector Jack, 60 V, 50 Ohm, -40 to 90 degC, RoHS, Tape and Reel"
"J1","1909763-1","TopLayer","TECO-1909763-1_V","169.745","-1573.323","270","Ultra Miniature Coaxial Connector Jack, 60 V, 50 Ohm, -40 to 90 degC, RoHS, Tape and Reel"
"D18","155124M173200","TopLayer","155124M173200","-190.453","-3413.386","90","LED (Multiple)"
"D17","155124M173200","TopLayer","155124M173200","-190.453","-2885.827","90","LED (Multiple)"
"D16","155124M173200","TopLayer","155124M173200","-190.453","-2350.394","90","LED (Multiple)"
"D15","155124M173200","TopLayer","155124M173200","-190.453","-1822.835","90","LED (Multiple)"
"C40","0.1uF","TopLayer","CAPC1608X87X45ML20T05","639.184","-1238.091","90","C0603X104K5RACAUTO"
"C38","1uF","TopLayer","FP-C0603C105K3PACTU-MFG","574.223","-1232.185","270","CAP CER 1UF 25V X5R 0603"
"C33","0.1uF_25V_0402","BottomLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","1586.614","-999.899","90","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C32","1uF_16V_0402","TopLayer","FP-0402-L_1_0_0_05-W_0_5-IPC_A","1531.496","-1015.748","270","None"
"R37","10K","BottomLayer","RESC1608X55X30LL15T20","4322.372","-2019.685","90","Chip Resistor, 10 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel RMCF0603FT10K0"
"U15","RCB-F9T-1","TopLayer","GNSS","5489.669","-3201.673","90","MOD, GPS"
"C37","0.1uF","BottomLayer","CAPC1608X87X45ML20T05","5330.709","-3389.764","180","C0603X104K5RACAUTO"
"C36","0.1uF","BottomLayer","CAPC1608X87X45ML20T05","5334.646","-3007.874","180","C0603X104K5RACAUTO"
"C35","10uF","BottomLayer","FP-MK212BG-MFG","5332.189","-3288.373","0","None"
"C34","10uF","BottomLayer","FP-MK212BG-MFG","5332.189","-3122.724","0","None"
"D2","8240136","TopLayer","SOT143-4L","-9.842","-2874.016","90","TVS Diode WE-TVS-HS, VRWM=3.3V"
"D1","8240136","TopLayer","SOT143-4L","-9.843","-1828.740","90","TVS Diode WE-TVS-HS, VRWM=3.3V"
"R27","160_0.5%_0402","BottomLayer","FP-RT0402-MFG","568.241","-335.630","90","RES SMD 160 OHM 0.5% 1/16W 0402"
"R26","1.2K_0.5%_0402","BottomLayer","RESC1005X40X25ML10T10","584.646","-273.622","0",""
"U10","MAC-SA5X","TopLayer","SA53","1416.043","-2470.157","180","MOD, MAC, MAC-SA5X, ATOMIC CLOCK"
"R14","4.7K_1%_0402","TopLayer","RESC1005X40X25NL10T10","248.031","-1925.197","0",""
"U14","BME280","TopLayer","FP-BME280-MFG","1318.193","-1283.499","270","SENSOR PRESSURE HUMIDITY TEMP"
"U13","BNO055","TopLayer","FP-BNO055-MFG","1632.249","-1265.748","0","IMU ACCEL/GYRO/MAG I2C 28LGA"
"U4","DS90LV028AQMA","TopLayer","M08A_L","2066.929","-1220.472","90","Automotive LVDS Dual Differential Line Receiver, 8-pin Narrow SOIC"
"U3","DS90LV027AQMA","TopLayer","M08A_N","2307.087","-1228.347","90","Automotive LVDS Dual Differential Driver, 8-pin Narrow SOIC"
"R25","49.9R","TopLayer","RESC1608X55X25NL10T15","129.921","-1755.906","180","General Purpose Chip Resistor, 49.9 Ohm, +/- 1%, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel"
"R17","4.7K_1%_0402","BottomLayer","RESC1005X40X25NL10T10","251.969","-2948.819","0",""
"R13","27_1%_0402","TopLayer","RESC1005X40X25NL05T05","6224.409","-2283.465","0",""
"R12","110R","BottomLayer","RESC1609X50X30NL10T20","2015.748","-1307.087","0",""
"R11","4.7K","BottomLayer","RESC1608X55X25LL10T15","2358.268","-1318.898","180","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel RC0603FR-074K7L"
"R10","4.7K","BottomLayer","RESC1608X55X25LL10T15","2255.905","-1326.772","0","Chip Resistor, 4.7 KOhm, +/- 1%, 0.1 W, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel RC0603FR-074K7L"
"C31","0.1uF","TopLayer","CAPC1608X87X45ML20T05","1312.150","-1104.624","0","C0603X104K5RACAUTO"
"C30","0.1uF","TopLayer","CAPC1608X87X45ML20T05","1312.785","-1161.468","0","C0603X104K5RACAUTO"
"C29","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","98.425","-2377.953","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C28","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","70.866","-3492.126","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C27","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","141.732","-2984.252","270","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C26","0.1uF_25V_0402","TopLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","118.110","-1933.071","180","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C24","0.1uF","BottomLayer","CAPC1608X87X45ML20T05","1952.756","-1118.110","180","C0603X104K5RACAUTO"
"C23","0.1uF","BottomLayer","CAPC1608X87X45ML20T05","2200.787","-1381.890","0","C0603X104K5RACAUTO"
"AN1","RF2-49B-T-00-50-G-HDW","TopLayer","AMPH-901-143-6RFX_V","-84.645","-1573.323","180","Coaxial connector, 50 Ohm, -65 to 165 degC, 5-Pin THD, RoHS, Bulk"
"AN3","RF2-49B-T-00-50-G-HDW","TopLayer","AMPH-901-143-6RFX_V","-84.646","-2636.299","180","Coaxial connector, 50 Ohm, -65 to 165 degC, 5-Pin THD, RoHS, Bulk"
"AN2","RF2-49B-T-00-50-G-HDW","TopLayer","AMPH-901-143-6RFX_V","-84.646","-2104.803","180","Coaxial connector, 50 Ohm, -65 to 165 degC, 5-Pin THD, RoHS, Bulk"
"AN4","RF2-49B-T-00-50-G-HDW","TopLayer","AMPH-901-143-6RFX_V","-84.645","-3167.811","180","Coaxial connector, 50 Ohm, -65 to 165 degC, 5-Pin THD, RoHS, Bulk"
"U7","AT24MAC402-STUM-T","TopLayer","FP-5TS1-IPC_C","4283.002","-1968.504","270","IC EEPROM 2K I2C 1MHZ SOT23-5"
"C25","0.1uF","BottomLayer","CAPC1608X87X45ML20T05","4259.380","-1972.441","270","C0603X104K5RACAUTO"
"R16","4.7K_1%_0402","BottomLayer","RESC1005X40X25NL10T10","181.102","-2944.882","90",""
"R15","4.7K_1%_0402","BottomLayer","RESC1005X40X25NL10T10","86.614","-1913.386","90",""
"R5","4.7K_1%_0402","BottomLayer","RESC1005X40X25NL10T10","911.575","-169.291","0",""
"U9","RCB-F9T","TopLayer","GNSS","1382.973","-614.662","0","MOD, GPS"
"U5","DNI_MYMGK00506ERSR","TopLayer","FP-MYMGK-12-MFG","614.173","-165.354","90","DC DC CONVERTER 0.7-5V"
"U2","INA219BIDR","TopLayer","FP-D0008A-MFG","6059.055","-728.346","90","IC MONITOR PWR/CURR BIDIR 8-SOIC"
"R30","4.7K_1%_0402","TopLayer","RESC1005X40X25NL10T10","51.181","-2346.457","0",""
"R29","4.7K_1%_0402","TopLayer","RESC1005X40X25NL10T10","251.969","-2393.701","0",""
"R28","49.9R","TopLayer","RESC1608X55X25NL10T15","118.110","-2807.087","180","General Purpose Chip Resistor, 49.9 Ohm, +/- 1%, -55 to 155 degC, 0603 (1608 Metric), RoHS, Tape and Reel"
"R24","ERJ-2GE0R00X","TopLayer","RESC1005X04N","1326.772","-3523.622","0","RES, 0. OHM, 1%, 1/16W, TF, AEC-Q200, 0402"
"R23","ERJ-2GE0R00X","TopLayer","RESC1005X04N","1326.772","-3480.315","0","RES, 0. OHM, 1%, 1/16W, TF, AEC-Q200, 0402"
"R22","ERJ-3EKF4701V","BottomLayer","RESC1608X50N","2905.512","-2736.220","0","RES, 4.7K, 1%, 1/10W, TF, 0603"
"R21","CRCW080533R0FKEA","TopLayer","RESC2012X50N","5252.756","-3562.963","0","RES, 33 OHM, 1%, 1/8W, TF, 0805"
"R20","CRCW080533R0FKEA","TopLayer","RESC2012X50N","5697.638","-3566.900","0","RES, 33 OHM, 1%, 1/8W, TF, 0805"
"R19","CRCW080533R0FKEA","TopLayer","RESC2012X50N","4853.780","-3566.198","0","RES, 33 OHM, 1%, 1/8W, TF, 0805"
"R18","CRCW080533R0FKEA","TopLayer","RESC2012X50N","4408.898","-3558.324","0","RES, 33 OHM, 1%, 1/8W, TF, 0805"
"R9","20K_1%_0402","BottomLayer","RESC1005X40X25NL10T10","631.890","-57.087","0",""
"R8","2mOhm_1%_1206","TopLayer","RESC3216X89X64NL25T25","822.835","-401.575","0",""
"R7","2mOhm_1%_1206","TopLayer","RESC3216X89X64NL25T25","5949.803","-523.622","0",""
"R6","20K_1%_0402","BottomLayer","RESC1005X40X25NL10T10","549.212","-57.087","0",""
"R4","0_1%_0402","BottomLayer","RESC1005X40X25LL05T05","911.575","-131.295","180","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R3","0_1%_0402","BottomLayer","RESC1005X40X25LL05T05","1106.299","-303.150","180","Chip Resistor, 0 Ohm, 0.1 W, -55 to 155 degC, 0402 (1005 Metric), RoHS, Tape and Reel"
"R2","147K_1%_0402","BottomLayer","RESC1005X40X25ML05T10","1110.236","-236.220","270",""
"R1","200_1%_0402","TopLayer","FP-ERJ2RK-IPC_A","952.756","-996.063","0","RES SMD 200 OHM 1% 1/10W 0402"
"P2","PCIex4","TopLayer","PCIE_4LANE_EDGE","2161.417","-4004.518","0","PCIE x4 Edge Connector,OrCAD Symbol,NC"
"F1","FUSE_0603_5.00A","TopLayer","FUSM1608X60N","5905.512","-381.890","270","FUSE SLOW 5.00A 32V M 0603"
"D14","155124M173200","TopLayer","155124M173200","-190.453","-1084.646","90","LED (Multiple)"
"D13","155124M173200","TopLayer","155124M173200","-190.453","-651.575","90","LED (Multiple)"
"D11","LTST-C191KGKT","TopLayer","FP-LTST-C191KGKT-MFG","287.402","-19.685","0","LED GREEN CLEAR SMD"
"D8","BAT54SW","TopLayer","SOT65P210X110-3N","5071.654","-3562.963","0","DIO, SCHOTTKY, BAT54S, DUAL SERIES, 30V, 200MA, SC-70"
"D7","BAT54SW","TopLayer","SOT65P210X110-3N","5521.457","-3560.994","0","DIO, SCHOTTKY, BAT54S, DUAL SERIES, 30V, 200MA, SC-70"
"D6","BAT54SW","TopLayer","SOT65P210X110-3N","4687.441","-3566.198","0","DIO, SCHOTTKY, BAT54S, DUAL SERIES, 30V, 200MA, SC-70"
"D5","BAT54SW","TopLayer","SOT65P210X110-3N","4239.607","-3558.324","0","DIO, SCHOTTKY, BAT54S, DUAL SERIES, 30V, 200MA, SC-70"
"D4","LTST-C191KGKT","TopLayer","FP-LTST-C191KGKT-MFG","952.756","-921.260","180","LED GREEN CLEAR SMD"
"C63","0.1uF","TopLayer","CAPC1608X87X45ML20T05","2530.816","-1178.207","270","C0603X104K5RACAUTO"
"C62","CAP_0805_10UF_25V","TopLayer","CAPC2012X14N","2624.559","-1167.323","90","CAP, CER, 10.UF, 25V, 10%, X5R, 0805"
"C61","0.1uF","BottomLayer","CAPC1608X87X45ML20T05","1254.036","-654.032","180","C0603X104K5RACAUTO"
"C60","10uF","BottomLayer","FP-MK212BG-MFG","1220.472","-362.205","180","None"
"C59","0.1uF","BottomLayer","CAPC1608X87X45ML20T05","1468.504","-803.150","0","C0603X104K5RACAUTO"
"C58","10uF","BottomLayer","FP-MK212BG-MFG","1480.328","-710.724","180","None"
"C53","CAP_0402_0.1UF_50V","BottomLayer","CAPC1005X06N","2734.410","-3806.000","90","CAP, CER, 0.1UF, 50V, 10%, X7R, AEC-Q200, 0402"
"C52","CAP_0402_0.1UF_50V","BottomLayer","CAPC1005X06N","2694.410","-3806.000","90","CAP, CER, 0.1UF, 50V, 10%, X7R, AEC-Q200, 0402"
"C51","CAP_0402_0.1UF_50V","BottomLayer","CAPC1005X06N","2569.410","-3806.000","90","CAP, CER, 0.1UF, 50V, 10%, X7R, AEC-Q200, 0402"
"C50","CAP_0402_0.1UF_50V","BottomLayer","CAPC1005X06N","2534.410","-3806.000","90","CAP, CER, 0.1UF, 50V, 10%, X7R, AEC-Q200, 0402"
"C49","CAP_0402_0.1UF_50V","BottomLayer","CAPC1005X06N","2419.410","-3806.000","90","CAP, CER, 0.1UF, 50V, 10%, X7R, AEC-Q200, 0402"
"C48","CAP_0402_0.1UF_50V","BottomLayer","CAPC1005X06N","2379.410","-3806.000","90","CAP, CER, 0.1UF, 50V, 10%, X7R, AEC-Q200, 0402"
"C47","CAP_0402_0.1UF_50V","BottomLayer","CAPC1005X06N","2226.410","-3806.000","90","CAP, CER, 0.1UF, 50V, 10%, X7R, AEC-Q200, 0402"
"C46","CAP_0402_0.1UF_50V","BottomLayer","CAPC1005X06N","2183.410","-3806.000","90","CAP, CER, 0.1UF, 50V, 10%, X7R, AEC-Q200, 0402"
"C45","CAP_0402_0.1UF_50V","BottomLayer","CAPC1005X06N","2104.410","-3806.000","90","CAP, CER, 0.1UF, 50V, 10%, X7R, AEC-Q200, 0402"
"C44","CAP_0402_0.1UF_50V","BottomLayer","CAPC1005X06N","2064.410","-3806.000","90","CAP, CER, 0.1UF, 50V, 10%, X7R, AEC-Q200, 0402"
"C22","10uF_16V_0603","BottomLayer","FP-0603-L_1_6_0_2-W_0_8_0-MFG","645.276","-559.735","90","Multilayer Ceramic Capacitor 10uF 16V X5R 20% SMD 0603 T/R"
"C21","0.1uF_25V_0402","BottomLayer","CAPC1005X56X25NL10T15","590.158","-559.735","270",""
"C20","10uF_16V_0603","BottomLayer","FP-0603-L_1_6_0_2-W_0_8_0-MFG","6110.236","-649.606","180","Multilayer Ceramic Capacitor 10uF 16V X5R 20% SMD 0603 T/R"
"C19","0.1uF_25V_0402","BottomLayer","CAPC1005X56X25NL10T15","6110.236","-598.425","0",""
"C18","0.1uF_25V_0402","BottomLayer","FP-0402-L_1_0_1-W_0_5_0_1-IPC_C","1086.614","-461.987","270","General Purpose Ceramic Capacitor, 0402, 100nF, 10%, X7R, 15%, 25V"
"C17","1uF_16V_0402","BottomLayer","FP-0402-L_1_0_0_05-W_0_5-IPC_A","956.693","-771.654","0","None"
"C16","2.2uF_16V_0402","BottomLayer","FP-C1005-050-0_05-IPC_A","960.630","-468.504","270","Multilayer Ceramic Capacitors 2.2µF ±10% 16V X5R SMD 0402"
"C15","10uF_16V_0603","BottomLayer","FP-0603-L_1_6_0_2-W_0_8_0-MFG","1019.685","-464.567","270","Multilayer Ceramic Capacitor 10uF 16V X5R 20% SMD 0603 T/R"
"C14","100uF_16V_2917","TopLayer","FP-T495D107K016ATE125-MFG","956.693","-771.654","180","CAP TANT 100UF 10% 16V 2917"
"C13","47uF_16V_1206","TopLayer","FP-C3216-160-0_2-MFG","811.116","-617.227","180","Multilayer Ceramic Capacitors 47uF ±20% 16V X5R SMD 1206"
